scenario_key,scenario_value,equilibrium_class,trajectory_class,tail_sd,A_star,F_star,K_state,rho_star,bifurcation_type,multistable,R_P,regime_shift,winner_strategy,R1_resistance,R2_resilience,R3_recovery,latitude,T_return,D_star,K_star,peak_larvae,canopy_collapse,max_consecutive_K_below,damage_threshold_exceeded,mean_D_longrun,functional_tipping
sigma_A,0.5,parasitoid_free,parasitoid_free,1.5011861650250643e-13,0.5978747188570632,2.142456751147288e-50,1.9983794674518984,0.7759738557985477,stable,False,0.3483696584482577,1,C,0.7206607643101917,0.4232987217912203,0.9999998687557153,0.95,3.9426509818641655,0.21476402232480868,1.9983794674518984,6.758721119030508,False,0,False,0.21476402232491335,False
sigma_A,0.5285714285714286,parasitoid_free,parasitoid_free,2.220446049250313e-16,0.7506128918200634,1.6312595416620667e-40,1.9906333093134234,0.7317148939004189,stable,False,0.43553294591237224,1,C,0.7319792405617248,0.5116165597095201,0.9999999878209703,0.95,3.201389863191422,0.2547131088824516,1.9906333093134234,8.005396210432815,False,0,False,0.2547131088824516,False
sigma_A,0.5571428571428572,parasitoid_free,parasitoid_free,6.661338147750939e-16,0.9024642868900785,6.101562664519077e-32,1.9837789216749,0.6917169250654845,stable,False,0.5276973481068057,1,C,0.7424143292894305,0.5882200472213959,0.999999998767368,0.95,2.7131264253172493,0.2901929411167286,1.9837789216749,9.109907350495062,False,0,False,0.29019294111672866,False
sigma_A,0.5857142857142857,parasitoid_free,parasitoid_free,4.440892098500626e-16,1.0535746305731877,1.9954771106949397e-24,1.9776702071645722,0.6554005897055821,stable,False,0.6235960457384003,1,C,0.7520658646561308,0.6536446052708917,0.9999999998640351,0.95,2.36681548810401,0.321916468124295,1.9776702071645722,10.095358533901432,False,0,False,0.3219164681242949,False
sigma_A,0.6142857142857143,parasitoid_free,parasitoid_free,8.751299687201128e-16,1.204059284311022,8.904121576845301e-18,1.9721914198431856,0.7221401643517604,stable,False,0.7221401643517602,1,C,0.7610191243943544,0.7089167856313834,0.9999999999837229,0.95,3.0718566356113794,0.3504521474029147,1.9721914198431856,10.980086200730057,False,0,False,0.35045214740291447,False
sigma_A,0.6428571428571429,parasitoid_free,parasitoid_free,5.674744694477263e-11,1.3540107813924753,7.524322907948866e-12,1.967249652218341,0.822408680313101,stable,False,0.8224086804216757,1,C,0.7693474031334212,0.7552741294411645,0.9999999999955708,0.95,5.114623063542899,0.37625889744262936,1.967249652218341,11.778832772416035,False,0,False,0.3762588974231639,False
sigma_A,0.6714285714285715,coexistence,coexistence,3.2861619474718195e-06,1.5034945358912792,1.3309886715152865e-06,1.9627698006320045,0.9236163972588147,fold,False,0.9236322145596231,0,C,0.7771136345288167,0.7940108226007547,0.9999996519132254,1.0,12.585194210109277,0.3997096649887966,1.9627698006320045,12.503544111884825,False,0,False,0.39970902558647736,False
sigma_A,0.7,coexistence,coexistence,0.00016606495227594137,1.6218871765353027,0.0046959102484543215,1.959666113595907,0.9718092032613537,fold,False,1.0251747341711621,0,C,0.7831651578761979,0.8778213808284361,0.9997621541944653,1.0,34.970186671848424,0.41599426439507436,1.959666113595907,13.033315055486277,False,0,False,0.4159691900090242,False
sigma_A,0.7285714285714286,coexistence,coexistence,5.50176307960615e-10,1.653618699344623,0.022017683052659772,1.9594395448120168,0.8456780299553034,stable,False,1.1265153357365514,0,C,0.7855835928605625,0.8117954673300904,0.9999919766530849,0.85,5.965997237948544,0.4171770886881099,1.9594395448120168,13.170912627178192,False,0,False,0.4171770885455984,False
sigma_A,0.7571428571428571,coexistence,coexistence,4.440892098500626e-16,1.6833235896110006,0.03867484491548841,1.959264805555908,0.7341385515226873,stable,False,1.2272312898085593,0,C,0.7878411806223611,0.6658740483617118,0.999999972902003,0.9,3.235643791032211,0.41809443506325866,1.959264805555908,13.297629709562457,False,0,False,0.4180944350632586,False
sigma_A,0.7857142857142858,coexistence,coexistence,7.18363771937365e-16,1.7124426126057153,0.054535063894061035,1.9590958087317099,0.7324777796786356,stable,False,1.3269828559393269,0,C,0.7900024290412966,0.5793604866161386,0.9999999814288012,0.95,3.2121055422207294,0.4189817126627646,1.9590958087317099,13.419836127898302,False,0,False,0.4189817126627644,False
sigma_A,0.8142857142857143,coexistence,coexistence,1.0367366991496099e-15,1.741009798870884,0.06966345949798866,1.9589321901661672,0.7308454598716952,stable,False,1.425499916731887,0,C,0.7920746097883018,0.5271472166296878,0.999999987131669,0.95,3.1892509406012364,0.4198408259223342,1.9589321901661672,13.537837335866037,False,0,False,0.4198408259223343,False
sigma_A,0.8428571428571429,coexistence,coexistence,2.220446049250313e-16,1.7690560808975382,0.08411778651900657,1.958773620147994,0.7292406109480418,stable,False,1.52257051601521,0,C,0.7940642235387013,0.4966470685832398,0.9999999896245969,0.95,3.1670470501639016,0.4206734992080797,1.958773620147994,13.651908572120835,False,0,False,0.4206734992080796,False
sigma_A,0.8714285714285714,coexistence,coexistence,1.191616393558691e-15,1.7966096962007199,0.09794947914768685,1.9586197983745128,0.7276622892897205,stable,False,1.6180310817297405,0,C,0.7959771048259862,0.4806713800104936,0.9999999959721843,0.95,3.1454629393621065,0.4214813032115835,1.9586197983745128,13.762298843323444,False,0,False,0.42148130321158306,False
