plane,x,y,code,A_pf,K_pf,maxeig_pf,A_co,F_co,K_co,maxeig_co
phi_RB,0.01473684210526316,7.578947368421053,1,1.2387038020708419,1.7016227078753638,0.6929729427552928,1.2387038020708419,1.3469162658011554e-20,1.7016227078753638,0.6929729427552928
phi_RB,0.019473684210526317,7.578947368421053,1,1.2361006729382729,1.6982167490622873,0.6903196762557088,1.2361006729382713,-3.0947849075239495e-20,1.6982167490622873,0.6903196762557076
phi_RB,0.024210526315789474,7.578947368421053,1,1.2335139750642719,1.6948316288605692,0.6876916272847696,1.2335139750642685,-2.1449556850369164e-20,1.6948316288605692,0.687691627284768
phi_RB,0.02894736842105263,7.578947368421053,1,1.2309435247366594,1.6914671190420052,0.6850884269253384,1.2309435247366618,9.575455897559311e-21,1.6914671190420052,0.6850884269253392
phi_RB,0.03368421052631579,7.578947368421053,1,1.2283891412373702,1.6881229950446552,0.6825097135488083,1.2283891412373702,-1.0256948920829653e-20,1.6881229950446552,0.6825097135488083
phi_RB,0.03842105263157895,7.578947368421053,1,1.2258506467779897,1.6847990358948006,0.6799551326336838,1.2258506467779893,1.9406487380332458e-20,1.6847990358948006,0.6799551326336839
phi_RB,0.04315789473684211,7.578947368421053,1,1.2233278664438663,1.6814950241308533,0.6774243365936248,1.2233278664438663,3.547623250292959e-25,1.6814950241308533,0.6774243365936246
phi_RB,0.04789473684210527,7.578947368421053,1,1.2208206280992633,1.6782107457299718,0.6749169845869135,1.2208206280992633,-1.0514455738513666e-20,1.6782107457299718,0.6749169845869135
phi_RB,0.052631578947368425,7.578947368421053,1,1.218328762393423,1.674945990034895,0.6724327422134538,1.2183287623934227,6.266685363435128e-20,1.674945990034895,0.6724327422134546
phi_RB,0.05736842105263158,7.578947368421053,1,1.2158521026401237,1.6717005496849124,0.6699712817480332,1.2158521026401237,-7.023466544485553e-20,1.6717005496849124,0.6699712817480332
phi_RB,0.06210526315789474,7.578947368421053,1,1.2133904847997847,1.6684742205468097,0.6675322818083551,1.213390484799787,-1.580167091750987e-28,1.6684742205468095,0.6675322818083561
phi_RB,0.0668421052631579,7.578947368421053,1,1.2109437473822826,1.6652668016492773,0.6651154269830967,1.2109437473821667,9.780507542716718e-13,1.6652668016494818,0.6651154269633
phi_RB,0.07157894736842106,7.578947368421053,1,1.2085117314612492,1.6620780951164227,0.6627204078641287,1.2085117314612517,-5.102009729522923e-20,1.6620780951164227,0.6627204078641301
phi_RB,0.07631578947368421,7.578947368421053,1,1.206094280555902,1.6589079061062129,0.6603469208650814,1.2060942805559007,-6.777852851292852e-20,1.6589079061062129,0.6603469208650806
phi_RB,0.08105263157894736,7.578947368421053,1,1.2036912406133708,1.655756042748082,0.657994668101858,1.2036912406133717,-5.220980213008552e-20,1.6557560427480817,0.6579946681018584
phi_RB,0.08578947368421053,7.578947368421053,1,1.2013024599526712,1.652622316083075,0.655663357254127,1.2013024599526712,-6.674389984808675e-20,1.652622316083075,0.655663357254127
phi_RB,0.09052631578947369,7.578947368421053,1,1.1989277892165087,1.6495065400053417,0.6533527014344284,1.1989277892165087,7.811411209853256e-20,1.6495065400053417,0.6533527014344284
phi_RB,0.09526315789473684,7.578947368421053,1,1.19656708132434,1.6464085312050931,0.6510624190610163,1.1965670813243405,-1.9931905598791144e-20,1.6464085312050931,0.6510624190610165
phi_RB,0.1,7.578947368421053,1,1.194220191426589,1.643328109112982,0.6487922337342725,1.194220191426589,1.450625973804552e-20,1.643328109112982,0.6487922337342725
phi_RB,0.01,8.105263157894736,1,1.455773747843438,1.7038058002653131,0.9467149241925097,1.4557737478433608,7.213096354460609e-14,1.703805800265326,0.9467149241916684
phi_RB,0.01473684210526316,8.105263157894736,1,1.4521706930195488,1.6998018307897778,0.9419396083251974,1.4521706930174565,2.1692837219304068e-13,1.6998018307897884,0.9419396083213031
phi_RB,0.019473684210526317,8.105263157894736,1,1.448594404188655,1.6958266394856636,0.9372199170391433,1.4485944041976424,3.4547712945124175e-26,1.6958266394855965,0.9372199170456432
phi_RB,0.024210526315789474,8.105263157894736,1,1.4450445295370389,1.6918798562073527,0.9325548680066522,1.4450445295370384,8.308189799585714e-24,1.6918798562073527,0.9325548680066522
phi_RB,0.02894736842105263,8.105263157894736,1,1.4415207239317591,1.6879611177879597,0.9279435020951535,1.441520723931742,3.361233605030577e-16,1.6879611177879599,0.9279435020951378
phi_RB,0.03368421052631579,8.105263157894736,1,1.4380226488317007,1.684070067864573,0.9233848827375195,1.4380226488697596,8.698621117149997e-17,1.684070067864362,0.9233848827647348
