idx,A0,F0,K0,meanD
133,0.8613130461904274,0.07680669759602932,1.7123548379451874,0.520425850574138
134,0.3553152903594114,0.010574008168220017,1.7123548379451874,0.520425850574138
135,0.17563227340113777,0.08732073546792635,1.7123548379451874,0.520425850574138
136,0.16961197855525442,0.2955719080554856,1.7123548379451874,0.520425850574138
137,2.045336435130524,0.19681522841601412,1.7123548379451874,0.520425850574138
138,0.9607933798866278,0.25226311851111505,1.7123548379451874,0.520425850574138
139,2.6262647772814796,0.425565813411103,1.7123548379451874,0.520425850574138
140,0.13999043541824793,0.09074920479826204,1.7123548379451874,0.520425850574138
141,0.7178671646021442,0.12469378791610591,1.7123548379451874,0.520425850574138
142,1.7179856287108906,0.20813121285159614,1.7123548379451874,0.520425850574138
143,0.15726981858350603,0.1868070692297858,1.7123548379451874,0.520425850574138
144,1.5760213166657355,0.050835951451857986,1.7123548379451874,0.520425850574138
145,2.5020410758277936,0.025980933232552128,1.7123548379451874,0.520425850574138
146,2.7752771883640057,0.04955657078993775,1.7123548379451874,0.520425850574138
147,2.5322891052772807,0.45132657196380854,1.7123548379451874,0.520425850574138
148,2.938916334953912,0.4010129401367968,1.7123548379451874,0.520425850574138
149,2.340637846906273,0.32124163799777383,1.7123548379451874,0.520425850574138
