B_index,beta,R_P,A_star,K_star
0.8125,0.029791666666666668,3.4422377463948988,2.7585977375193673,1.6489513115349994
0.8125,0.03125,3.987600927631762,2.7585977375141777,1.6489513115350478
0.8125,0.03270833333333333,4.609172124442825,2.7585977375073405,1.6489513115351033
0.8125,0.034166666666666665,5.31639316487859,2.7585977375003043,1.6489513115351657
0.8125,0.035625000000000004,6.119749137652823,2.7585977374928046,1.6489513115352363
0.8125,0.03708333333333333,7.0308718434189315,2.7585977374838584,1.6489513115353165
0.8125,0.03854166666666667,8.062652665828447,2.7585977374744832,1.6489513115354064
0.8125,0.04,9.229365079232556,2.7585977374636097,1.6489513115355081
0.875,0.005,0.16418906587304172,2.488547250785277,1.6528660754228786
0.875,0.006458333333333333,0.200894759971686,2.4885472508010045,1.652866075422843
0.875,0.007916666666666667,0.24431349514365844,2.4885472508320348,1.6528660754227709
0.875,0.009375000000000001,0.2954691216122822,2.4885472509208717,1.6528660754225604
0.875,0.010833333333333334,0.355518092744823,2.4885472510370747,1.6528660754222875
0.875,0.012291666666666666,0.42576428328489957,2.488547251003834,1.652866075422369
0.875,0.013750000000000002,0.5076752709832396,2.4885472509341677,1.6528660754225433
0.875,0.015208333333333334,0.6029001709139593,2.4885472508386424,1.6528660754227844
0.875,0.016666666666666666,0.7132892123767908,2.4885472508018074,1.6528660754228846
0.875,0.018125000000000002,0.8409151638569293,2.48854725078447,1.6528660754229378
0.875,0.019583333333333335,0.9880967626128436,2.488547250783383,1.6528660754228741
0.875,0.021041666666666667,1.1574243310680266,2.4885472507652464,1.6528660754230113
0.875,0.022500000000000003,1.3517877896107524,2.488547250759566,1.6528660754230409
0.875,0.023958333333333335,1.5744071801909127,2.4885472507525246,1.6528660754230757
0.875,0.025416666666666667,1.8288660282623321,2.488547250762629,1.652866075422926
0.875,0.026875000000000003,2.1191476307313115,2.488547250741784,1.652866075423145
0.875,0.028333333333333335,2.449674679658964,2.488547250737697,1.6528660754231808
0.875,0.029791666666666668,2.825352263306259,2.4885472507315867,1.6528660754232252
0.875,0.03125,3.2516148157910645,2.4885472507265662,1.6528660754232702
0.875,0.03270833333333333,3.7344769663881867,2.488547250720752,1.652866075423322
0.875,0.034166666666666665,4.2805889432983655,2.488547250714193,1.6528660754233797
0.875,0.035625000000000004,4.8972966839845755,2.48854725070832,1.652866075423441
0.875,0.03708333333333333,5.592706929074446,2.48854725070058,1.652866075423513
0.875,0.03854166666666667,6.375758130387755,2.488547250692505,1.6528660754235924
0.875,0.04,7.25629699975021,2.4885472506842716,1.652866075423679
0.9375,0.005,0.15640926065615926,2.2333283099994747,1.6568000474139672
0.9375,0.006458333333333333,0.18904061175796524,2.233328310015114,1.6568000474139046
0.9375,0.007916666666666667,0.22723965038719482,2.2333283100441386,1.656800047413787
0.9375,0.009375000000000001,0.27179843459173936,2.233328310107287,1.6568000474135292
0.9375,0.010833333333333334,0.3236046907953896,2.2333283102694765,1.656800047412868
0.9375,0.012291666666666666,0.3836517840586909,2.2333283103061135,1.6568000474127176
0.9375,0.013750000000000002,0.4530496086642548,2.2333283102326282,1.6568000474130244
